customer_id,product_id,date_id,quantity,total_amount
21,1,70,3,12000
2,5,216,1,350
1,1,201,3,12000
67,2,5,3,3600
33,6,37,5,15000
15,6,122,2,6000
99,2,165,1,1200
6,5,249,5,1750
76,6,76,4,12000
50,6,172,1,3000
67,3,182,4,800
82,1,215,4,16000
59,6,125,1,3000
16,4,84,2,300
18,2,337,2,2400
1,2,317,2,2400
98,4,293,3,450
6,3,182,3,600
37,1,364,2,8000
26,2,102,5,6000
42,4,262,3,450
50,1,101,1,4000
90,4,37,2,300
43,4,64,4,600
90,2,364,2,2400
7,5,345,2,700
48,4,158,1,150
7,6,279,1,3000
12,5,143,2,700
7,3,192,4,800
41,6,55,1,3000
97,1,263,3,12000
2,5,188,5,1750
12,1,263,2,8000
20,2,334,2,2400
83,3,173,1,200
63,3,182,1,200
76,4,175,2,300
86,1,231,2,8000
92,3,23,4,800
45,2,42,5,6000
47,6,356,5,15000
50,6,57,3,9000
28,6,217,1,3000
69,2,145,5,6000
82,1,42,5,20000
70,6,351,3,9000
97,1,307,5,20000
1,6,326,4,12000
56,6,313,3,9000
49,4,220,4,600
50,4,254,5,750
53,1,359,1,4000
23,5,196,2,700
42,1,284,3,12000
64,1,266,3,12000
83,2,271,5,6000
15,5,64,4,1400
24,5,361,5,1750
11,2,346,3,3600
12,3,221,2,400
46,4,188,3,450
35,3,1,4,800
94,6,285,5,15000
68,1,209,4,16000
77,5,172,3,1050
60,1,207,3,12000
5,3,26,5,1000
52,2,174,3,3600
66,1,44,4,16000
22,6,177,1,3000
97,4,52,4,600
9,3,38,2,400
36,5,224,5,1750
89,2,204,2,2400
47,3,235,4,800
86,5,139,3,1050
33,3,61,2,400
49,2,295,5,6000
19,2,75,4,4800
38,1,292,4,16000
83,6,210,2,6000
21,4,27,5,750
41,1,336,2,8000
77,2,133,1,1200
41,6,268,1,3000
27,6,246,1,3000
54,4,104,3,450
57,2,220,3,3600
10,1,325,5,20000
5,3,110,3,600
32,3,195,1,200
22,1,102,4,16000
54,1,325,2,8000
2,4,287,2,300
52,1,48,1,4000
15,6,18,5,15000
89,3,27,4,800
21,5,248,4,1400
63,1,78,5,20000
72,2,22,5,6000
50,2,11,2,2400
88,6,205,2,6000
88,5,114,4,1400
9,1,319,5,20000
14,4,246,1,150
63,3,242,5,1000
24,1,89,5,20000
90,2,222,3,3600
40,4,107,3,450
74,1,183,5,20000
18,5,132,3,1050
63,4,148,2,300
19,4,69,1,150
15,4,108,3,450
88,2,176,3,3600
15,6,311,3,9000
82,2,104,3,3600
22,6,241,4,12000
17,1,281,2,8000
78,2,262,2,2400
59,2,29,4,4800
92,4,158,3,450
18,6,322,3,9000
63,4,183,1,150
25,1,351,3,12000
77,2,212,2,2400
97,5,35,4,1400
55,1,219,2,8000
47,2,336,2,2400
93,1,180,1,4000
35,6,17,1,3000
5,1,352,3,12000
89,2,276,3,3600
64,5,195,3,1050
73,6,234,1,3000
91,6,346,4,12000
95,5,181,5,1750
100,5,268,5,1750
88,1,114,2,8000
9,4,327,4,600
37,6,244,1,3000
58,5,37,2,700
3,5,233,4,1400
36,5,297,2,700
43,3,280,4,800
54,4,281,3,450
20,1,28,5,20000
10,6,158,3,9000
22,1,301,4,16000
65,4,6,2,300
38,6,56,1,3000
95,5,161,4,1400
68,1,149,2,8000
96,6,170,2,6000
11,4,301,2,300
10,3,202,2,400
36,4,94,4,600
49,6,142,4,12000
74,4,200,1,150
74,5,128,5,1750
97,3,205,2,400
2,6,287,4,12000
96,4,26,2,300
91,6,130,1,3000
86,4,101,3,450
59,2,325,2,2400
1,5,2,2,700
29,2,246,3,3600
69,1,120,2,8000
100,6,128,1,3000
18,5,100,5,1750
81,4,348,4,600
58,5,341,5,1750
5,6,26,1,3000
68,5,86,2,700
7,6,88,3,9000
24,5,89,5,1750
12,2,130,5,6000
13,6,192,5,15000
65,5,299,4,1400
49,5,40,1,350
5,4,111,3,450
35,3,293,5,1000
61,1,322,1,4000
42,1,46,4,16000
13,2,264,5,6000
92,2,152,2,2400
73,1,339,3,12000
34,6,156,4,12000
13,1,303,3,12000
90,4,117,4,600
45,5,298,4,1400
39,1,44,1,4000
35,3,284,1,200
83,4,326,5,750
9,6,94,2,6000
73,3,91,5,1000
2,1,278,3,12000
35,4,113,4,600
100,4,98,4,600
91,2,280,1,1200
54,6,146,3,9000
97,4,262,4,600
51,6,202,4,12000
53,1,35,3,12000
71,6,226,4,12000
80,1,196,3,12000
83,3,106,4,800
45,1,304,5,20000
75,1,13,2,8000
70,5,354,2,700
30,4,23,2,300
88,1,299,1,4000
18,5,133,1,350
78,1,255,1,4000
46,1,150,5,20000
87,5,38,3,1050
84,1,337,3,12000
48,6,26,4,12000
35,4,248,3,450
76,3,218,3,600
98,4,268,4,600
1,5,158,3,1050
64,6,53,4,12000
8,1,290,4,16000
25,4,44,1,150
13,4,22,5,750
35,2,211,1,1200
73,3,317,5,1000
63,3,303,5,1000
26,1,274,5,20000
73,2,355,3,3600
19,5,325,1,350
18,1,209,1,4000
81,6,351,5,15000
74,5,69,5,1750
88,6,199,3,9000
77,5,20,1,350
55,5,78,5,1750
18,4,351,5,750
15,1,61,5,20000
44,5,364,5,1750
71,3,362,4,800
71,4,190,2,300
42,2,276,2,2400
97,4,354,1,150
4,1,130,1,4000
40,1,114,4,16000
32,2,307,2,2400
93,5,206,4,1400
27,2,193,2,2400
88,4,204,1,150
29,1,168,5,20000
52,4,126,1,150
3,4,45,5,750
26,2,309,4,4800
94,6,267,3,9000
6,2,91,2,2400
24,1,167,3,12000
11,2,42,4,4800
57,5,38,5,1750
32,5,267,1,350
92,5,89,1,350
27,5,248,5,1750
95,1,268,1,4000
12,6,309,5,15000
89,6,294,1,3000
90,6,11,3,9000
29,6,97,3,9000
86,1,189,1,4000
90,6,116,2,6000
13,4,217,5,750
85,1,190,3,12000
22,3,359,3,600
73,3,99,4,800
89,5,280,2,700
56,2,236,3,3600
64,6,68,5,15000
8,2,77,4,4800
7,4,82,2,300
34,1,161,2,8000
90,5,3,1,350
76,2,30,5,6000
56,5,118,2,700
79,1,102,4,16000
36,5,46,1,350
48,2,273,2,2400
29,4,169,1,150
90,2,207,2,2400
84,3,282,2,400
42,1,322,1,4000
4,1,332,3,12000
34,4,352,5,750
57,5,278,2,700
36,4,208,4,600
4,1,237,3,12000
26,6,110,4,12000
6,2,24,5,6000
6,2,205,2,2400
25,2,262,4,4800
16,4,25,5,750
87,1,180,2,8000
8,2,252,4,4800
99,3,215,1,200
59,5,16,4,1400
46,6,165,1,3000
86,4,277,1,150
46,2,235,1,1200
35,3,142,2,400
3,5,126,3,1050
51,5,196,4,1400
42,1,317,2,8000
74,2,327,4,4800
91,2,30,4,4800
91,5,88,2,700
80,6,164,2,6000
97,2,328,1,1200
19,6,34,1,3000
100,5,26,1,350
29,3,105,3,600
73,3,243,1,200
43,1,168,1,4000
27,3,84,3,600
34,3,275,4,800
79,6,146,5,15000
30,2,39,5,6000
85,6,111,3,9000
63,3,49,5,1000
78,3,105,3,600
22,4,54,5,750
29,2,349,2,2400
99,3,44,5,1000
62,1,103,4,16000
53,2,277,4,4800
5,1,178,4,16000
14,3,17,2,400
1,4,27,4,600
58,4,137,3,450
28,2,120,5,6000
67,3,154,4,800
53,2,147,3,3600
89,6,283,5,15000
58,1,125,2,8000
31,3,165,5,1000
3,5,22,3,1050
58,3,110,3,600
81,3,166,4,800
84,1,53,3,12000
71,3,78,4,800
91,3,328,5,1000
22,2,154,3,3600
69,5,64,3,1050
18,6,74,1,3000
95,6,238,2,6000
63,1,183,3,12000
59,4,56,2,300
10,4,290,1,150
22,1,311,1,4000
4,4,81,4,600
44,6,207,5,15000
66,4,140,3,450
88,3,170,3,600
33,4,264,1,150
7,1,299,1,4000
47,3,79,2,400
28,1,221,1,4000
70,4,284,3,450
65,1,289,3,12000
22,1,245,4,16000
70,3,12,2,400
67,4,262,5,750
89,6,265,5,15000
51,6,1,3,9000
100,5,288,3,1050
77,2,315,3,3600
58,4,29,5,750
58,6,312,4,12000
57,2,134,4,4800
53,5,365,5,1750
88,3,299,3,600
90,4,34,2,300
45,6,267,1,3000
59,5,357,2,700
77,2,204,3,3600
25,5,120,3,1050
68,6,303,3,9000
78,5,317,4,1400
60,1,138,1,4000
92,2,89,1,1200
28,5,96,4,1400
44,4,158,2,300
65,4,112,3,450
44,2,363,3,3600
3,1,226,3,12000
34,1,73,2,8000
35,3,289,5,1000
80,6,298,4,12000
89,3,313,4,800
70,2,329,3,3600
73,6,15,5,15000
90,3,354,4,800
27,1,115,5,20000
60,5,143,3,1050
96,2,124,3,3600
75,6,32,1,3000
23,5,334,5,1750
56,1,319,4,16000
88,6,295,2,6000
61,2,60,3,3600
52,2,122,5,6000
79,1,178,5,20000
45,4,163,3,450
65,3,344,2,400
44,1,2,4,16000
80,3,94,4,800
71,5,201,2,700
80,4,45,5,750
38,6,85,4,12000
3,5,314,3,1050
95,6,325,5,15000
53,6,165,3,9000
86,3,59,3,600
84,6,16,2,6000
35,2,11,1,1200
81,5,199,3,1050
72,2,157,4,4800
72,1,121,2,8000
18,2,285,1,1200
91,4,210,2,300
82,6,334,3,9000
19,5,74,5,1750
15,6,228,1,3000
23,5,325,3,1050
80,6,12,4,12000
19,3,10,2,400
47,6,223,3,9000
71,1,209,2,8000
9,4,296,2,300
54,3,70,2,400
26,4,1,4,600
85,6,209,1,3000
11,6,357,1,3000
52,1,239,4,16000
43,2,185,5,6000
55,4,113,4,600
50,5,170,5,1750
92,5,256,5,1750
19,5,34,4,1400
17,4,225,1,150
88,1,100,5,20000
8,4,217,1,150
12,4,166,3,450
85,6,350,5,15000
82,4,145,2,300
66,4,28,4,600
74,3,131,5,1000
66,2,265,2,2400
66,5,282,4,1400
32,5,17,3,1050
3,4,205,3,450
6,6,1,2,6000
36,5,276,2,700
15,3,36,1,200
95,6,157,5,15000
16,4,153,3,450
34,6,149,5,15000
9,3,120,3,600
89,4,11,4,600
35,6,263,5,15000
17,6,86,1,3000
89,5,215,5,1750
20,3,178,5,1000
33,2,215,1,1200
24,4,161,4,600
91,1,204,4,16000
94,1,178,4,16000
73,4,228,1,150
93,5,156,1,350
87,2,2,5,6000
88,4,47,3,450
18,5,5,1,350
60,2,205,3,3600
58,6,77,3,9000
68,2,218,3,3600
52,6,151,3,9000
60,1,208,2,8000
67,6,282,2,6000
34,1,113,1,4000
41,4,104,5,750
77,2,319,2,2400
43,2,341,2,2400
38,3,52,1,200
84,4,146,4,600
71,5,133,5,1750
17,4,74,1,150
87,6,283,1,3000
83,4,198,1,150
47,6,225,1,3000
51,5,133,1,350
52,1,174,3,12000
35,1,173,3,12000
54,4,78,1,150
15,3,171,4,800
27,4,331,1,150
13,2,314,5,6000
97,2,113,4,4800
95,1,78,5,20000
10,1,159,5,20000
33,4,17,1,150
1,4,355,3,450
44,1,78,3,12000
25,4,45,4,600
25,2,150,4,4800
92,6,110,1,3000
10,5,144,2,700
32,6,64,5,15000
70,6,121,3,9000
25,4,313,2,300
35,6,198,2,6000
40,2,218,4,4800
12,1,254,1,4000
68,2,59,2,2400
3,3,114,5,1000
74,6,365,4,12000
90,6,91,4,12000
98,2,257,2,2400
97,2,79,2,2400
56,5,164,2,700
65,5,332,3,1050
17,1,100,2,8000
35,3,158,2,400
70,3,208,1,200
98,2,38,3,3600
100,5,41,1,350
97,2,95,1,1200
76,4,352,3,450
24,5,353,1,350
66,5,246,5,1750
72,2,256,2,2400
89,6,82,2,6000
9,5,123,5,1750
2,3,244,2,400
26,3,226,5,1000
75,5,130,4,1400
33,5,319,5,1750
90,2,187,1,1200
58,6,46,1,3000
3,5,45,3,1050
70,6,206,1,3000
36,3,57,3,600
30,1,24,1,4000
14,6,86,1,3000
87,2,61,4,4800
18,4,308,1,150
27,1,119,5,20000
6,2,260,5,6000
15,4,2,1,150
57,1,239,5,20000
43,2,278,3,3600
83,5,7,5,1750
32,1,60,4,16000
10,3,338,5,1000
39,3,338,1,200
5,4,280,1,150
58,2,360,1,1200
59,5,272,4,1400
21,3,69,5,1000
47,4,167,1,150
33,4,88,5,750
13,2,325,3,3600
27,4,5,2,300
71,6,138,1,3000
93,3,197,2,400
25,2,30,3,3600
92,4,203,4,600
53,6,33,3,9000
88,3,291,4,800
34,6,182,5,15000
68,3,103,2,400
60,6,75,4,12000
56,4,318,1,150
20,5,356,4,1400
6,2,215,2,2400
46,1,115,5,20000
64,2,165,1,1200
54,6,280,5,15000
11,1,271,4,16000
77,1,297,3,12000
52,2,323,2,2400
97,3,282,5,1000
36,1,308,4,16000
30,3,362,4,800
10,3,184,5,1000
62,1,145,1,4000
41,5,156,3,1050
13,2,357,1,1200
28,4,112,4,600
92,1,270,2,8000
79,6,248,5,15000
97,2,255,1,1200
4,1,83,3,12000
20,6,157,5,15000
67,6,171,4,12000
80,1,27,5,20000
13,4,302,4,600
70,4,301,1,150
51,6,219,1,3000
57,2,73,4,4800
82,4,236,3,450
54,5,21,3,1050
48,5,164,2,700
23,6,236,5,15000
12,4,118,2,300
46,6,154,5,15000
33,2,262,1,1200
24,3,191,5,1000
27,1,326,5,20000
69,3,22,3,600
59,5,12,1,350
58,6,167,4,12000
68,4,246,4,600
56,5,290,5,1750
31,4,43,1,150
62,1,123,5,20000
96,6,225,2,6000
13,6,288,2,6000
34,5,306,5,1750
29,6,64,4,12000
32,6,113,3,9000
86,5,63,1,350
2,1,28,1,4000
96,2,214,5,6000
26,1,317,3,12000
8,4,61,1,150
12,1,320,1,4000
98,5,199,3,1050
23,6,217,4,12000
53,2,29,4,4800
35,4,27,3,450
99,1,137,2,8000
46,2,187,1,1200
88,5,323,1,350
22,1,349,4,16000
50,4,122,5,750
55,5,162,5,1750
43,4,64,1,150
19,4,78,1,150
90,3,47,4,800
91,3,174,5,1000
55,6,295,2,6000
62,1,101,2,8000
75,3,326,3,600
93,4,337,4,600
79,5,300,5,1750
59,4,118,5,750
11,4,358,3,450
63,1,260,4,16000
44,4,38,5,750
38,2,180,1,1200
65,1,130,1,4000
86,6,332,5,15000
33,6,310,2,6000
70,1,269,1,4000
37,1,14,2,8000
21,3,70,5,1000
14,3,69,5,1000
54,5,321,3,1050
2,2,25,2,2400
81,1,93,3,12000
99,4,266,1,150
73,4,301,1,150
8,6,269,5,15000
28,2,22,4,4800
19,5,287,5,1750
35,2,127,4,4800
59,6,336,4,12000
93,4,20,3,450
94,6,156,4,12000
76,2,56,4,4800
32,5,273,4,1400
83,2,109,3,3600
51,1,73,1,4000
66,5,325,3,1050
89,2,83,1,1200
1,3,211,4,800
29,3,177,4,800
83,2,191,2,2400
40,3,298,5,1000
38,4,96,1,150
7,4,68,2,300
76,4,27,5,750
20,4,161,5,750
31,2,315,3,3600
90,2,360,3,3600
14,5,135,4,1400
86,6,216,1,3000
20,2,86,5,6000
56,1,147,4,16000
27,6,221,4,12000
19,3,332,2,400
80,6,217,2,6000
41,5,83,4,1400
64,6,327,3,9000
67,3,212,2,400
19,2,38,4,4800
95,2,308,5,6000
80,2,124,1,1200
29,1,228,3,12000
22,4,287,4,600
13,1,273,1,4000
8,3,273,5,1000
73,3,229,4,800
80,3,254,3,600
52,6,234,4,12000
60,5,246,3,1050
75,3,127,3,600
48,4,320,4,600
67,5,46,1,350
11,1,40,2,8000
43,1,73,4,16000
19,6,286,1,3000
79,5,328,2,700
100,3,108,5,1000
22,3,160,3,600
43,3,240,3,600
5,1,232,2,8000
28,1,338,4,16000
46,6,358,4,12000
43,2,94,4,4800
59,3,83,4,800
50,2,264,2,2400
85,3,246,3,600
36,5,10,4,1400
55,4,122,2,300
43,5,182,4,1400
39,2,233,1,1200
74,5,339,3,1050
19,6,206,1,3000
87,1,80,4,16000
30,6,136,1,3000
44,3,161,4,800
7,2,210,5,6000
15,4,191,2,300
74,6,346,2,6000
4,6,335,5,15000
89,2,320,1,1200
54,1,187,3,12000
93,2,2,3,3600
3,5,16,1,350
58,4,6,2,300
25,6,176,5,15000
6,2,353,1,1200
20,5,203,4,1400
58,4,31,1,150
27,2,205,1,1200
5,4,84,2,300
25,1,1,4,16000
39,5,1,1,350
71,4,231,3,450
12,5,304,3,1050
96,4,292,1,150
28,5,55,1,350
30,6,265,4,12000
5,1,219,1,4000
24,5,251,5,1750
6,4,22,1,150
17,5,136,1,350
4,6,281,2,6000
87,1,317,1,4000
85,1,256,4,16000
18,3,332,4,800
24,4,188,2,300
40,6,359,1,3000
44,1,310,5,20000
73,4,48,4,600
31,1,310,5,20000
3,4,1,1,150
34,1,360,3,12000
39,2,66,3,3600
27,3,230,5,1000
40,5,261,3,1050
61,3,109,3,600
81,3,363,3,600
23,3,360,3,600
61,3,6,4,800
93,1,287,3,12000
64,5,360,3,1050
86,3,167,5,1000
88,5,204,4,1400
76,3,190,2,400
75,3,185,4,800
13,3,108,1,200
42,6,295,4,12000
74,1,280,5,20000
99,4,176,4,600
60,4,249,4,600
53,1,277,1,4000
84,1,364,5,20000
94,6,113,5,15000
26,1,143,3,12000
70,4,336,2,300
70,3,296,3,600
33,4,323,2,300
4,5,318,2,700
30,5,252,4,1400
51,2,297,4,4800
17,6,260,2,6000
63,5,293,3,1050
26,4,248,5,750
57,5,349,1,350
64,3,108,2,400
22,3,130,1,200
57,1,184,1,4000
92,2,141,2,2400
99,2,294,4,4800
88,1,132,2,8000
79,3,271,2,400
46,5,191,2,700
67,6,251,3,9000
38,2,76,5,6000
60,2,103,3,3600
13,3,163,3,600
45,5,286,4,1400
16,1,48,3,12000
72,5,180,3,1050
93,5,17,3,1050
44,3,365,3,600
63,2,225,3,3600
90,3,346,5,1000
35,5,240,5,1750
77,3,112,3,600
2,3,206,3,600
42,5,105,5,1750
16,5,348,4,1400
27,4,22,1,150
66,5,303,4,1400
11,1,47,1,4000
48,5,134,2,700
2,2,334,3,3600
61,6,256,4,12000
33,3,269,5,1000
2,5,260,5,1750
87,2,5,1,1200
32,1,347,4,16000
12,5,231,1,350
23,1,132,2,8000
10,5,105,2,700
66,1,4,2,8000
23,2,46,4,4800
93,6,92,4,12000
40,2,37,4,4800
12,1,251,4,16000
88,2,7,2,2400
76,5,326,3,1050
73,6,246,3,9000
77,1,56,3,12000
72,6,57,3,9000
41,6,86,1,3000
90,1,364,5,20000
12,3,261,5,1000
77,6,214,3,9000
3,3,130,1,200
57,5,51,3,1050
90,5,255,3,1050
42,1,156,5,20000
82,5,102,1,350
31,3,13,4,800
30,4,364,1,150
78,6,227,2,6000
19,6,2,4,12000
98,4,162,2,300
18,4,262,4,600
1,3,20,1,200
39,4,227,3,450
38,3,298,1,200
37,2,39,1,1200
30,4,39,1,150
92,1,346,1,4000
36,5,348,2,700
49,3,51,1,200
86,5,2,4,1400
29,2,348,2,2400
37,6,279,3,9000
76,3,218,3,600
46,5,23,5,1750
18,6,29,1,3000
3,1,175,5,20000
25,3,117,1,200
87,6,26,5,15000
86,1,119,3,12000
18,5,101,3,1050
81,4,189,1,150
15,2,108,3,3600
97,2,316,3,3600
86,4,171,1,150
71,4,71,1,150
64,4,327,4,600
81,4,128,3,450
81,5,266,1,350
33,1,267,5,20000
5,6,355,3,9000
48,2,325,3,3600
64,1,87,4,16000
99,5,49,1,350
32,2,288,3,3600
16,6,136,5,15000
57,1,284,1,4000
49,2,216,4,4800
76,2,341,1,1200
97,3,101,3,600
85,6,299,3,9000
49,3,183,2,400
35,4,158,3,450
13,4,177,4,600
43,1,349,3,12000
12,4,3,5,750
29,1,285,2,8000
42,1,256,2,8000
37,3,338,2,400
50,1,186,5,20000
10,6,138,1,3000
85,3,84,4,800
37,2,107,2,2400
57,3,190,5,1000
71,5,344,1,350
84,4,249,5,750
36,6,30,1,3000
93,5,338,4,1400
50,4,336,4,600
61,1,224,2,8000
8,2,358,5,6000
5,5,330,5,1750
83,3,174,1,200
86,2,96,4,4800
44,5,239,1,350
82,3,169,1,200
6,4,281,5,750
56,6,235,1,3000
75,4,133,4,600
1,2,119,5,6000
48,3,149,5,1000
2,1,133,1,4000
77,6,73,3,9000
31,1,168,3,12000
72,5,42,1,350
40,2,327,3,3600
44,4,129,4,600
56,3,181,5,1000
87,4,334,4,600
69,3,13,3,600
47,2,243,2,2400
59,1,290,5,20000
80,5,49,4,1400
12,1,285,2,8000
75,1,64,2,8000
6,4,56,1,150
93,6,102,5,15000
94,4,181,3,450
16,3,173,2,400
64,4,111,3,450
22,1,12,3,12000
81,4,84,4,600
75,4,365,5,750
73,2,195,4,4800
1,1,212,3,12000
85,6,325,5,15000
80,6,292,3,9000
2,3,28,5,1000
70,3,119,4,800
100,2,266,1,1200
82,6,92,5,15000
19,6,171,3,9000
15,3,214,1,200
48,6,142,2,6000
48,6,175,2,6000
53,3,39,4,800
74,2,316,5,6000
22,6,259,1,3000
89,1,343,1,4000
39,6,257,4,12000
51,3,30,3,600
23,5,308,5,1750
34,2,65,4,4800
64,5,211,3,1050
57,5,166,4,1400
29,4,135,2,300
42,4,157,1,150
97,5,24,1,350
27,2,227,4,4800
51,5,346,3,1050
27,4,247,2,300
48,3,225,4,800
58,3,259,1,200
66,2,359,4,4800
67,4,297,4,600
27,5,104,3,1050
61,1,352,1,4000
45,4,158,1,150
2,3,1,4,800
17,4,128,3,450
20,1,244,5,20000
32,1,68,3,12000
58,3,241,4,800
84,4,259,5,750
98,2,232,2,2400
92,1,59,2,8000
24,2,325,4,4800
99,3,262,5,1000
80,1,76,5,20000
60,2,358,2,2400
81,4,92,3,450
28,2,286,1,1200
72,3,208,1,200
21,2,9,4,4800
43,6,19,3,9000
4,2,150,2,2400
6,3,317,1,200
47,2,15,4,4800
7,2,232,5,6000
2,4,286,2,300
24,5,95,4,1400
48,5,172,5,1750
86,5,176,1,350
7,3,94,1,200
83,5,96,2,700
10,3,202,3,600
76,4,100,3,450
89,3,147,1,200
65,5,219,1,350
95,2,351,3,3600
90,3,52,5,1000
57,6,312,5,15000
42,5,24,1,350
79,4,200,5,750
72,1,229,5,20000
2,6,355,1,3000
48,5,149,1,350
78,2,19,2,2400
45,3,364,3,600
14,3,291,2,400
35,3,255,4,800
34,1,276,5,20000
89,1,173,3,12000
53,5,244,1,350
88,3,100,3,600
21,5,11,4,1400
82,6,106,1,3000
77,1,190,4,16000
19,6,158,1,3000
65,2,81,3,3600
44,5,319,1,350
2,5,254,4,1400
58,1,301,3,12000
1,4,147,4,600
87,1,218,3,12000
49,1,165,4,16000
16,2,278,2,2400
100,5,85,3,1050
96,2,205,5,6000
42,3,184,5,1000
68,4,219,4,600
89,2,227,2,2400
28,1,285,3,12000
51,6,135,5,15000
82,3,330,1,200
14,1,190,2,8000
51,5,171,3,1050
26,2,321,2,2400
46,2,277,5,6000
47,1,87,3,12000
45,4,319,4,600
59,2,271,1,1200
24,1,29,3,12000
7,1,178,4,16000
13,3,284,1,200
98,1,326,3,12000
66,1,171,1,4000
30,2,268,4,4800
25,3,285,4,800
60,4,271,3,450
19,1,58,3,12000
51,5,233,5,1750
85,3,114,1,200
75,2,175,1,1200
48,1,365,1,4000
53,3,103,1,200
43,2,182,5,6000
48,6,64,4,12000
52,5,43,5,1750
49,1,131,1,4000
83,5,221,2,700
80,6,214,4,12000
39,6,175,1,3000
85,4,108,4,600
85,3,305,5,1000
83,5,65,5,1750
8,3,209,3,600
35,2,10,5,6000
81,6,161,5,15000
85,6,287,2,6000
66,2,143,3,3600
27,6,18,3,9000
98,2,115,1,1200
24,3,269,3,600
42,1,322,1,4000
95,1,180,5,20000
72,2,146,4,4800
20,1,120,5,20000
91,5,327,4,1400
51,5,122,1,350
53,6,333,3,9000
50,3,258,3,600
86,4,6,2,300
16,1,40,5,20000
85,2,58,3,3600
65,2,9,4,4800
100,4,82,1,150
46,1,261,4,16000
29,2,178,2,2400
66,6,360,2,6000
